permit_id,description,issued_at,work_class,permit_type,estimated_cost,contractor_name,status,address,zip_code,permit_class,contractor_phone,portal_link,source_updated_at,raw_payload,ingested_at
2026-053881 BP,QT - TPO ROOF REPLACEMENT DOWN TO PLYWOOD - OVA,2026-05-01T00:00:00+00:00,Remodel,Building Permit,,"DG Roofing, LLC",Active,2304 HANCOCK DR,78756,Commercial,5126689088,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696086,2026-05-01T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-053881 BP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""2304 HANCOCK DR"", ""description"": ""QT - TPO ROOF REPLACEMENT DOWN TO PLYWOOD - OVA"", ""tcad_id"": ""0227030594"", ""legal_description"": ""UNT 1 BLD A HANCOCK PROFESSIONAL CONDOMINIUM PLUS 17.01% INTEREST IN COMMON AREA"", ""applieddate"": ""2026-04-29T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-29T00:00:00.000"", ""remodel_repair_sqft"": ""3900"", ""total_valuation_remodel"": ""0"", ""number_of_floors"": ""1"", ""housing_units"": ""6"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""medgas_valuation_remodel"": ""0"", ""original_address1"": ""2304 HANCOCK DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78756"", ""council_district"": ""7"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696086""}, ""project_id"": ""13696086"", ""masterpermitnum"": ""13695459"", ""latitude"": ""30.32443112"", ""longitude"": ""-97.74231098"", ""location"": {""latitude"": ""30.32443112"", ""longitude"": ""-97.74231098"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""DG Roofing, LLC"", ""contractor_full_name"": ""Cameron Smith"", ""contractor_phone"": ""5126689088"", ""contractor_address2"": ""2727  FM 812"", ""contractor_city"": ""DEL VALLE"", ""contractor_zip"": ""78617-____"", ""applicant_full_name"": ""Cameron Smith"", ""applicant_org"": ""DG Roofing, LLC"", ""applicant_phone"": ""5126689088"", ""applicant_address2"": ""2727  FM 812"", ""applicant_city"": ""DEL VALLE"", ""applicantzip"": ""78617-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T07:18:31.559594+00:00
2026-013698 MP,ePlan: Commercial Expedited Review - Interior tenant improvement for a 3680 SF restaurant with outdoor seating in an existing to a multi-tenant buildi,2026-05-01T00:00:00+00:00,Remodel,Mechanical Permit,,Generations HVAC,Active,1100 S LAMAR BLVD UNIT 1125,78704,Commercial,5128212548,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13650300,2026-05-01T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2026-013698 MP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""1100 S LAMAR BLVD UNIT 1125"", ""description"": ""ePlan: Commercial Expedited Review - Interior tenant improvement for a 3680 SF restaurant with outdoor seating in an existing to a multi-tenant buildi"", ""tcad_id"": ""0102040426"", ""legal_description"": ""8.9661 AC OF LOT 5-6 EVERGREEN HEIGHTS"", ""applieddate"": ""2025-12-23T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-06T00:00:00.000"", ""remodel_repair_sqft"": ""3860"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""original_address1"": ""1100 S LAMAR BLVD UNIT 1125"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78704"", ""council_district"": ""9"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13650300""}, ""project_id"": ""13650300"", ""masterpermitnum"": ""13650298"", ""latitude"": ""30.25571158"", ""longitude"": ""-97.7625396"", ""location"": {""latitude"": ""30.25571158"", ""longitude"": ""-97.7625396"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""Generations HVAC"", ""contractor_full_name"": ""Edward Pessin"", ""contractor_phone"": ""5128212548"", ""contractor_address1"": ""17513 ROBINH"", ""contractor_address2"": ""LAGO VISTA T"", ""contractor_city"": ""LAGO VISTA"", ""contractor_zip"": ""78645"", ""certificate_of_occupancy"": ""No""}",2026-05-03T07:18:31.559594+00:00
2026-053561 BP,"New construction of 2 story sfr condo with 3 beds 2.5 baths and attached 2 car garage

PUD",2026-05-01T00:00:00+00:00,New,Building Permit,0.0,David Weekley Homes (MAIN),Active,5708 FORKS RD,78747,Residential,5128218885,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695689,2026-05-01T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-053561 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""Yes"", ""permit_location"": ""5708 FORKS RD"", ""description"": ""New construction of 2 story sfr condo with 3 beds 2.5 baths and attached 2 car garage\n\nPUD"", ""tcad_id"": ""0438011501"", ""applieddate"": ""2026-04-15T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-29T00:00:00.000"", ""total_new_add_sqft"": ""2314"", ""total_job_valuation"": ""0"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""5708 FORKS RD"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78747"", ""council_district"": ""2"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695689""}, ""project_id"": ""13695689"", ""masterpermitnum"": ""13687581"", ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""David Weekley Homes (MAIN)"", ""contractor_full_name"": ""Robin Campbell"", ""contractor_phone"": ""5128218885"", ""contractor_address2"": ""9000  Waterf"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78758"", ""applicant_full_name"": ""Robin Campbell"", ""applicant_org"": ""David Weekley Homes (MAIN)"", ""applicant_phone"": ""5128218885"", ""applicant_address2"": ""9000  Waterf"", ""applicant_city"": ""AUSTIN"", ""applicantzip"": ""78758"", ""certificate_of_occupancy"": ""Yes"", ""total_lot_sq_ft"": ""2314""}",2026-05-03T07:18:31.559594+00:00
2026-053419 BP,Retroactive permit. Enclose covered porch conduct interior remodel including replacement and addition of windows bathroom and kitchen remodel replace,2026-05-01T00:00:00+00:00,Addition and Remodel,Building Permit,1.0,Michael Rubinov,Active,3512 OAK SPRINGS DR,78721,Residential,2678083351,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695534,2026-05-01T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-053419 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 434 Addition & Alterations"", ""work_class"": ""Addition and Remodel"", ""condominium"": ""No"", ""permit_location"": ""3512 OAK SPRINGS DR"", ""description"": ""Retroactive permit. Enclose covered porch conduct interior remodel including replacement and addition of windows bathroom and kitchen remodel replace"", ""tcad_id"": ""0209160457"", ""legal_description"": ""LOT 8 NUEVA VIDA I-A"", ""applieddate"": ""2026-02-24T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-29T00:00:00.000"", ""remodel_repair_sqft"": ""1"", ""total_new_add_sqft"": ""671"", ""total_valuation_remodel"": ""0"", ""total_job_valuation"": ""1"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""original_address1"": ""3512 OAK SPRINGS DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78721"", ""council_district"": ""1"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695534""}, ""project_id"": ""13695534"", ""masterpermitnum"": ""13660074"", ""latitude"": ""30.27404686"", ""longitude"": ""-97.69469684"", ""location"": {""latitude"": ""30.27404686"", ""longitude"": ""-97.69469684"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_full_name"": ""Michael Rubinov"", ""contractor_phone"": ""2678083351"", ""contractor_address1"": ""1612 PENNSYL"", ""contractor_address2"": ""AUSTIN TX  7"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78702"", ""applicant_full_name"": ""Michael Rubinov"", ""applicant_phone"": ""2678083351"", ""applicant_address1"": ""1612 PENNSYL"", ""applicant_address2"": ""AUSTIN TX  7"", ""applicant_city"": ""AUSTIN"", ""applicantzip"": ""78702"", ""certificate_of_occupancy"": ""No"", ""total_lot_sq_ft"": ""6506""}",2026-05-03T07:18:31.559594+00:00
2026-054084 MP,Replacement of complete existing central heat and air system with or without duct work,2026-05-01T00:00:00+00:00,Change Out,Mechanical Permit,,"Airsheen Services, LLC",Active,10300 TULAROSA PASS,78726,Residential,5125774776,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696336,2026-05-01T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2026-054084 MP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Change Out"", ""permit_location"": ""10300 TULAROSA PASS"", ""description"": ""Replacement of complete existing central heat and air system with or without duct work"", ""tcad_id"": ""0166210946"", ""legal_description"": ""LOT 52 BLK B CANYON CREEK SEC 32"", ""applieddate"": ""2026-04-30T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""original_address1"": ""10300 TULAROSA PASS"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78726"", ""council_district"": ""6"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696336""}, ""project_id"": ""13696336"", ""latitude"": ""30.42998064"", ""longitude"": ""-97.82000598"", ""location"": {""latitude"": ""30.42998064"", ""longitude"": ""-97.82000598"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""Airsheen Services, LLC"", ""contractor_full_name"": ""Shahin Shahidi"", ""contractor_phone"": ""5125774776"", ""contractor_address1"": ""13492 RESEAR"", ""contractor_address2"": ""AUSTIN TX  7"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78752""}",2026-05-03T07:18:31.559594+00:00
2026-052418 BP,Randall 3314 C Right New - 2 Story SFR CONDOMINUM w/ 3 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 681.34 Site Pla,2026-05-01T00:00:00+00:00,New,Building Permit,0.0,Eva Mata,Active,13208 KEEFER DR,78652,Residential,512,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694452,2026-05-01T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-052418 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""Yes"", ""permit_location"": ""13208 KEEFER DR"", ""description"": ""Randall 3314 C Right New - 2 Story SFR CONDOMINUM w/ 3 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 681.34 Site Pla"", ""tcad_id"": ""0451150901"", ""applieddate"": ""2026-04-15T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-29T00:00:00.000"", ""total_new_add_sqft"": ""2433"", ""total_job_valuation"": ""0"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""13208 KEEFER DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78652"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN LTD"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694452""}, ""project_id"": ""13694452"", ""masterpermitnum"": ""13687477"", ""contractor_trade"": ""General Contractor"", ""contractor_full_name"": ""Eva Mata"", ""contractor_phone"": ""512"", ""contractor_city"": ""Austin"", ""applicant_full_name"": ""Eva Mata"", ""applicant_phone"": ""512"", ""applicant_city"": ""Austin"", ""certificate_of_occupancy"": ""Yes"", ""total_lot_sq_ft"": ""0""}",2026-05-03T07:18:31.559594+00:00
2026-053351 PP,"Replacement of an existing water heater new 40-gallon natural gas water heater  change out 

8602 Bowling Green Drive Austin TX 78757",2026-05-01T00:00:00+00:00,Change Out,Plumbing Permit,,Radiant Plumbing & AC,Active,8602 BOWLING GREEN DR,78757,Residential,5122639988,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695461,2026-05-01T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-053351 PP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Change Out"", ""permit_location"": ""8602 BOWLING GREEN DR"", ""description"": ""Replacement of an existing water heater new 40-gallon natural gas water heater  change out \n\n8602 Bowling Green Drive Austin TX 78757"", ""tcad_id"": ""0244070214"", ""legal_description"": ""LOT 15 & N 30FT LOT 16 BLK C BOWLING GREEN"", ""applieddate"": ""2026-04-29T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""original_address1"": ""8602 BOWLING GREEN DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78757"", ""council_district"": ""4"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695461""}, ""project_id"": ""13695461"", ""latitude"": ""30.3679588"", ""longitude"": ""-97.72686843"", ""location"": {""latitude"": ""30.3679588"", ""longitude"": ""-97.72686843"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""Radiant Plumbing & AC"", ""contractor_full_name"": ""Jacob Schmidt"", ""contractor_phone"": ""5122639988"", ""contractor_address2"": ""901  REINLI"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78751-____""}",2026-05-03T07:18:31.559594+00:00
2026-053683 BP,ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [4bed 4bath]. Unit A,2026-05-01T00:00:00+00:00,New,Building Permit,0.0,Co-Sci Construction LLC **MAIN**,Active,1812 MARGARET ST UNIT A,78704,Residential,4693941563,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695853,2026-05-01T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-053683 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 103 Two Family Bldgs"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""1812 MARGARET ST UNIT A"", ""description"": ""ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [4bed 4bath]. Unit A"", ""tcad_id"": ""0102051616"", ""legal_description"": ""LOT 4 BLK A SOUTH LUND SOUTH"", ""applieddate"": ""2026-03-13T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-29T00:00:00.000"", ""total_new_add_sqft"": ""3519"", ""total_job_valuation"": ""0"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""1812 MARGARET ST UNIT A"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78704"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695853""}, ""project_id"": ""13695853"", ""masterpermitnum"": ""13669625"", ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Co-Sci Construction LLC **MAIN**"", ""contractor_full_name"": ""Mark Roberts"", ""contractor_phone"": ""4693941563"", ""contractor_address2"": ""1504 S Walnu"", ""contractor_city"": ""Georgetown"", ""contractor_zip"": ""78626"", ""applicant_full_name"": ""Mark Roberts"", ""applicant_org"": ""Co-Sci Construction LLC **MAIN**"", ""applicant_phone"": ""4693941563"", ""applicant_address2"": ""1504 S Walnu"", ""applicant_city"": ""Georgetown"", ""applicantzip"": ""78626"", ""certificate_of_occupancy"": ""Yes"", ""total_lot_sq_ft"": ""7667""}",2026-05-03T07:18:31.559594+00:00
2026-054144 PP,Replacement of an existing water heater,2026-05-01T00:00:00+00:00,Change Out,Plumbing Permit,,Proven Plumbing LLC,Active,13009 CANDLESTICK PL,78727,Residential,5122965604,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696401,2026-05-01T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-054144 PP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Change Out"", ""permit_location"": ""13009 CANDLESTICK PL"", ""description"": ""Replacement of an existing water heater"", ""tcad_id"": ""0264180411"", ""legal_description"": ""LOT 17 BLK O LAMPLIGHT VILLAGE SEC 3"", ""applieddate"": ""2026-04-30T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""original_address1"": ""13009 CANDLESTICK PL"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78727"", ""council_district"": ""7"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696401""}, ""project_id"": ""13696401"", ""latitude"": ""30.42314135"", ""longitude"": ""-97.69105643"", ""location"": {""latitude"": ""30.42314135"", ""longitude"": ""-97.69105643"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""Proven Plumbing LLC"", ""contractor_full_name"": ""Louis H Natale"", ""contractor_phone"": ""5122965604"", ""contractor_address2"": ""604  Timber"", ""contractor_city"": ""Cedar Park"", ""contractor_zip"": ""78613""}",2026-05-03T07:18:31.559594+00:00
2025-160977 BP,Interior Remodel of a single-family residence.,2026-05-01T00:00:00+00:00,Addition and Remodel,Building Permit,1.0,Chioco Development Inc.,Active,706 WINFLO DR,78703,Residential,5127793813,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13631525,2026-05-01T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2025-160977 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 434 Addition & Alterations"", ""work_class"": ""Addition and Remodel"", ""condominium"": ""No"", ""permit_location"": ""706 WINFLO DR"", ""description"": ""Interior Remodel of a single-family residence."", ""tcad_id"": ""0108031131"", ""legal_description"": ""LOT 9 PARK VIEW"", ""applieddate"": ""2025-11-26T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-29T00:00:00.000"", ""remodel_repair_sqft"": ""1437"", ""total_new_add_sqft"": ""0"", ""total_valuation_remodel"": ""0"", ""total_job_valuation"": ""1"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""original_address1"": ""706 WINFLO DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78703"", ""council_district"": ""9"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13631525""}, ""project_id"": ""13631525"", ""masterpermitnum"": ""13620968"", ""latitude"": ""30.27509455"", ""longitude"": ""-97.75877546"", ""location"": {""latitude"": ""30.27509455"", ""longitude"": ""-97.75877546"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Chioco Development Inc."", ""contractor_full_name"": ""Joey Chioco"", ""contractor_phone"": ""5127793813"", ""contractor_address2"": ""1204  MADISO"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78757"", ""applicant_full_name"": ""Joey Chioco"", ""applicant_org"": ""Chioco Development Inc."", ""applicant_phone"": ""5127793813"", ""applicant_address2"": ""1204  MADISO"", ""applicant_city"": ""AUSTIN"", ""applicantzip"": ""78757"", ""certificate_of_occupancy"": ""No"", ""total_lot_sq_ft"": ""0""}",2026-05-03T07:18:31.559594+00:00
2026-053637 PP,Replaced Log Lighter Valve,2026-05-01T00:00:00+00:00,Repair,Plumbing Permit,,"NEW ABACUS, LLC",Active,6001 MESSENGER STAKE,78746,Residential,5125664182,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695794,2026-05-01T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-053637 PP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Repair"", ""condominium"": ""No"", ""permit_location"": ""6001 MESSENGER STAKE"", ""description"": ""Replaced Log Lighter Valve"", ""tcad_id"": ""0131150611"", ""legal_description"": ""LOT 1 DAVENPORT RANCH PHS 3 SEC 3"", ""applieddate"": ""2026-04-30T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""2857"", ""number_of_floors"": ""0"", ""housing_units"": ""0"", ""original_address1"": ""6001 MESSENGER STAKE"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78746"", ""council_district"": ""8"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695794""}, ""project_id"": ""13695794"", ""latitude"": ""30.3382066"", ""longitude"": ""-97.8016029"", ""location"": {""latitude"": ""30.3382066"", ""longitude"": ""-97.8016029"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""NEW ABACUS, LLC"", ""contractor_full_name"": ""ALAN O'NEILL"", ""contractor_phone"": ""5125664182"", ""contractor_address1"": ""2105  DENTON"", ""contractor_city"": ""Austin"", ""contractor_zip"": ""78758"", ""certificate_of_occupancy"": ""No""}",2026-05-03T07:18:31.559594+00:00
