permit_id,description,issued_at,work_class,permit_type,estimated_cost,contractor_name,status,address,zip_code,permit_class,contractor_phone,portal_link,source_updated_at,raw_payload,ingested_at
2026-047040 EP,"Level 2 EV Charger powered by a 60amp Circuit Breaker. Run #6 THHN c.u. & #10 THHN c.u.
ground through <5 feet New 3 4 EMT conduit to power the Level",2026-05-01T00:00:00+00:00,Repair,Electrical Permit,,Faraday Electric,Active,1608 MORGAN LN,78704,Residential,6193520310,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13688183,2026-05-01T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-047040 EP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Repair"", ""condominium"": ""No"", ""permit_location"": ""1608 MORGAN LN"", ""description"": ""Level 2 EV Charger powered by a 60amp Circuit Breaker. Run #6 THHN c.u. & #10 THHN c.u.\nground through <5 feet New 3 4 EMT conduit to power the Level"", ""tcad_id"": ""0406090231"", ""legal_description"": ""0.1880 AC OF LOT 26 BANISTER HEIGHTS"", ""applieddate"": ""2026-04-16T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""0"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""electrical_valuation_remodel"": ""600"", ""original_address1"": ""1608 MORGAN LN"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78704"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13688183""}, ""project_id"": ""13688183"", ""latitude"": ""30.23031838"", ""longitude"": ""-97.78223495"", ""location"": {""latitude"": ""30.23031838"", ""longitude"": ""-97.78223495"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""Faraday Electric"", ""contractor_full_name"": ""Danny Jones"", ""contractor_phone"": ""6193520310"", ""contractor_address2"": ""5535  Silver"", ""contractor_city"": ""Bryan"", ""contractor_zip"": ""77807-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2026-035135 PP,New construction multi-family in the etj 33623 sqft,2026-05-01T00:00:00+00:00,New,Plumbing Permit,,"Red Kings Plumbing Contractors LLC,",Active,5121 E HOWARD LN BLDG 6,78653,Commercial,2109862480,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13674652,2026-05-01T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-035135 PP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""Commercial"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""5121 E HOWARD LN BLDG 6"", ""description"": ""New construction multi-family in the etj 33623 sqft"", ""tcad_id"": ""0251410311"", ""legal_description"": ""ABS 160 SUR 50 CASTRO M ACR 45.592"", ""applieddate"": ""2026-03-24T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""total_new_add_sqft"": ""33623"", ""number_of_floors"": ""3"", ""housing_units"": ""36"", ""original_address1"": ""5121 E HOWARD LN BLDG 6"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78653"", ""jurisdiction"": ""AUSTIN 2 MILE ETJ"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13674652""}, ""project_id"": ""13674652"", ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""Red Kings Plumbing Contractors LLC,"", ""contractor_full_name"": ""Ubaldo De Santiago"", ""contractor_phone"": ""2109862480"", ""contractor_address1"": ""PO BOX 70170"", ""contractor_city"": ""San Antonio"", ""contractor_zip"": ""78270-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2025-083811 MP,New construction single-family residential 1-story 4 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio.,2026-05-01T00:00:00+00:00,New,Mechanical Permit,,Casa Mechanical Services,Active,10312 CURB STRAP DR,78724,Residential,5123347344,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13544961,2026-05-01T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2025-083811 MP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""10312 CURB STRAP DR"", ""description"": ""New construction single-family residential 1-story 4 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio."", ""tcad_id"": ""0229490113"", ""legal_description"": ""PARKSIDE SEC 1 AT WILDHORSE RANCH BLK B LOT 33"", ""applieddate"": ""2025-06-11T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-25T00:00:00.000"", ""total_new_add_sqft"": ""2663"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""10312 CURB STRAP DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78724"", ""council_district"": ""1"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13544961""}, ""project_id"": ""13544961"", ""masterpermitnum"": ""13544958"", ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""Casa Mechanical Services"", ""contractor_full_name"": ""Layth Christianson"", ""contractor_phone"": ""5123347344"", ""contractor_address2"": ""2401 E Old S"", ""contractor_city"": ""Round Rock"", ""contractor_zip"": ""78665-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2026-026424 MP,Estonian 3316 A Left New - 2 Story SFR CONDOMINUM w/ 4 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio FFE: 691.88 Site Plan:,2026-05-01T00:00:00+00:00,New,Mechanical Permit,,IES Residential Inc,Active,13108 INCLINE DR,78652,Residential,5125615002,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13664680,2026-05-01T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2026-026424 MP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""13108 INCLINE DR"", ""description"": ""Estonian 3316 A Left New - 2 Story SFR CONDOMINUM w/ 4 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio FFE: 691.88 Site Plan:"", ""tcad_id"": ""0451150901"", ""applieddate"": ""2026-02-20T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-09-03T00:00:00.000"", ""total_new_add_sqft"": ""2932"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""13108 INCLINE DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78652"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN LTD"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13664680""}, ""project_id"": ""13664680"", ""masterpermitnum"": ""13664673"", ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""IES Residential Inc"", ""contractor_full_name"": ""Charles Faught"", ""contractor_phone"": ""5125615002"", ""contractor_address2"": ""13279  POND"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78729-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2026-047006 MP,Moscoso S423 B Left New - 1 Story SFR w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-05-01T00:00:00+00:00,New,Mechanical Permit,,IES Residential Inc,Active,9320 FURMAN DR,78747,Residential,5125615002,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13688217,2026-05-01T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2026-047006 MP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""9320 FURMAN DR"", ""description"": ""Moscoso S423 B Left New - 1 Story SFR w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2."", ""tcad_id"": ""0340060223"", ""legal_description"": ""THAXTON SUBD (SMALL LOT) PHS 1 BLK A LOT 23"", ""applieddate"": ""2026-04-06T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-25T00:00:00.000"", ""total_new_add_sqft"": ""2403"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""original_address1"": ""9320 FURMAN DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78747"", ""council_district"": ""2"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13688217""}, ""project_id"": ""13688217"", ""masterpermitnum"": ""13688149"", ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""IES Residential Inc"", ""contractor_full_name"": ""Charles Faught"", ""contractor_phone"": ""5125615002"", ""contractor_address2"": ""13279  POND"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78729-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2025-158017 MP,Unit 202 Bldg 2:New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9,2026-05-01T00:00:00+00:00,New,Mechanical Permit,,Airtron,Active,4413 BANISTER LN UNIT 202,78745,Residential,5128213163,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13628209,2026-05-01T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2025-158017 MP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""4413 BANISTER LN UNIT 202"", ""description"": ""Unit 202 Bldg 2:New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9"", ""tcad_id"": ""0410090541"", ""legal_description"": ""BANISTER ACRES RSB LOT 4 BLK 4 BLK 4 LOT 4A"", ""applieddate"": ""2025-06-10T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-08-19T00:00:00.000"", ""total_new_add_sqft"": ""1870"", ""number_of_floors"": ""3"", ""housing_units"": ""1"", ""original_address1"": ""4413 BANISTER LN UNIT 202"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78745"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13628209""}, ""project_id"": ""13628209"", ""masterpermitnum"": ""13628139"", ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""Airtron"", ""contractor_full_name"": ""Tamara Enfield"", ""contractor_phone"": ""5128213163"", ""contractor_address2"": ""12112  BOARD"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78729-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2026-027393 EP,Dexter 3317 B Left New - 2 Story SFR CONDOMINUM w/ 3 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 680.08 Site Plan:,2026-05-01T00:00:00+00:00,New,Electrical Permit,,"IES Residential, Inc.",Active,13215 KEEFER DR,78652,Residential,5122520040,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13665777,2026-05-01T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-027393 EP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""13215 KEEFER DR"", ""description"": ""Dexter 3317 B Left New - 2 Story SFR CONDOMINUM w/ 3 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 680.08 Site Plan:"", ""tcad_id"": ""0451150901"", ""applieddate"": ""2026-02-23T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-09-07T00:00:00.000"", ""total_new_add_sqft"": ""2705"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""13215 KEEFER DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78652"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN LTD"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13665777""}, ""project_id"": ""13665777"", ""masterpermitnum"": ""13665772"", ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""IES Residential, Inc."", ""contractor_full_name"": ""William B. Crist Jr."", ""contractor_phone"": ""5122520040"", ""contractor_address2"": ""821  GRAND A"", ""contractor_city"": ""PFLUGERVILLE"", ""contractor_zip"": ""78660-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2026-051791 EP,"Homebuilder Loop

Ref: 2026 -031623 BP",2026-05-01T00:00:00+00:00,Homebuilder Loop,Electrical Permit,,Silver's Electric,Active,10303 GAIL RD,78748,Residential,5124609167,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693758,2026-05-01T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-051791 EP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Homebuilder Loop"", ""permit_location"": ""10303 GAIL RD"", ""description"": ""Homebuilder Loop\n\nRef: 2026 -031623 BP"", ""tcad_id"": ""0430230504"", ""legal_description"": ""LOT 9-B FORD OAKS ANNEX RESUB TITLE CANCELLED TO REAL ESTATE S# FR321469938MC"", ""applieddate"": ""2026-04-27T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""original_address1"": ""10303 GAIL RD"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78748"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693758""}, ""project_id"": ""13693758"", ""latitude"": ""30.17201683"", ""longitude"": ""-97.83166865"", ""location"": {""latitude"": ""30.17201683"", ""longitude"": ""-97.83166865"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""Silver's Electric"", ""contractor_full_name"": ""Silvestre Serna"", ""contractor_phone"": ""5124609167"", ""contractor_address1"": ""P.O. BOX 996""}",2026-05-03T10:54:27.260194+00:00
2026-003600 PP,ePlan: Commercial Expedited Review - Tenant Improvement Scope of Work to include Interior Build out and Changes to Store Front (136946 SF),2026-05-01T00:00:00+00:00,Remodel,Plumbing Permit,,Sanchez Plumbing Services LLC,Active,12707 N MOPAC EXPY SVRD NB UNIT 400,78727,Commercial,5124666259,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13638910,2026-05-01T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-003600 PP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""12707 N MOPAC EXPY SVRD NB UNIT 400"", ""description"": ""ePlan: Commercial Expedited Review - Tenant Improvement Scope of Work to include Interior Build out and Changes to Store Front (136946 SF)"", ""tcad_id"": ""0264130129"", ""legal_description"": ""LOT 3 PARMER CROSSING SUBD SEC 2"", ""applieddate"": ""2025-11-21T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-09-29T00:00:00.000"", ""remodel_repair_sqft"": ""35966"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""original_address1"": ""12707 N MOPAC EXPY SVRD NB UNIT 400"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78727"", ""council_district"": ""7"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13638910""}, ""project_id"": ""13638910"", ""masterpermitnum"": ""13638905"", ""latitude"": ""30.42302466"", ""longitude"": ""-97.69996489"", ""location"": {""latitude"": ""30.42302466"", ""longitude"": ""-97.69996489"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""Sanchez Plumbing Services LLC"", ""contractor_full_name"": ""Antonio Rodriguez"", ""contractor_phone"": ""5124666259"", ""contractor_address2"": ""19421  WT GA"", ""contractor_city"": ""MANOR"", ""contractor_zip"": ""78653-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
2026-010337 BP,Amnesty CO for sf res circa 1980,2026-05-01T00:00:00+00:00,Addition and Remodel,Building Permit,1.0,Iffat Fatima LLC,Active,11908 STOUT OAK TRL,78750,Residential,5122931773,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13646519,2026-05-01T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-010337 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 434 Addition & Alterations"", ""work_class"": ""Addition and Remodel"", ""condominium"": ""No"", ""permit_location"": ""11908 STOUT OAK TRL"", ""description"": ""Amnesty CO for sf res circa 1980"", ""tcad_id"": ""R076218"", ""legal_description"": ""VILLAGE 16 AT ANDERSON MILL BLOCK D LOT 23"", ""applieddate"": ""2026-01-02T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-29T00:00:00.000"", ""remodel_repair_sqft"": ""0"", ""total_new_add_sqft"": ""1"", ""total_valuation_remodel"": ""0"", ""total_job_valuation"": ""1"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""original_address1"": ""11908 STOUT OAK TRL"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78750"", ""council_district"": ""6"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13646519""}, ""project_id"": ""13646519"", ""masterpermitnum"": ""13635183"", ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Iffat Fatima LLC"", ""contractor_full_name"": ""Iffat Fatima"", ""contractor_phone"": ""5122931773"", ""contractor_address2"": ""7400 N Lamar"", ""contractor_city"": ""austin"", ""contractor_zip"": ""78752"", ""applicant_full_name"": ""Iffat Fatima"", ""applicant_org"": ""Iffat Fatima LLC"", ""applicant_phone"": ""5122931773"", ""applicant_address2"": ""7400 N Lamar"", ""applicant_city"": ""austin"", ""applicantzip"": ""78752"", ""certificate_of_occupancy"": ""No"", ""total_lot_sq_ft"": ""5750""}",2026-05-03T10:54:27.260194+00:00
2026-037847 EP,Replace existing electrical equipment with new equipment.  New meter base and main disconnect not upgrading size just equipment.,2026-05-01T00:00:00+00:00,Upgrade,Electrical Permit,,Falcon Novus,Active,6502 CANON WREN DR,78746,Residential,5126992807,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13677793,2026-05-01T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-037847 EP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Upgrade"", ""condominium"": ""No"", ""permit_location"": ""6502 CANON WREN DR"", ""description"": ""Replace existing electrical equipment with new equipment.  New meter base and main disconnect not upgrading size just equipment."", ""tcad_id"": ""0117250401"", ""legal_description"": ""LOT 18 BEE CREEK HILLS ADDN"", ""applieddate"": ""2026-03-30T00:00:00.000"", ""issue_date"": ""2026-05-01T00:00:00.000"", ""day_issued"": ""FRIDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""0"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""electrical_valuation_remodel"": ""4000"", ""original_address1"": ""6502 CANON WREN DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78746"", ""jurisdiction"": ""AUSTIN 2 MILE ETJ"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13677793""}, ""project_id"": ""13677793"", ""latitude"": ""30.30136358"", ""longitude"": ""-97.83285461"", ""location"": {""latitude"": ""30.30136358"", ""longitude"": ""-97.83285461"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""Falcon Novus"", ""contractor_full_name"": ""Harvey J Henderson"", ""contractor_phone"": ""5126992807"", ""contractor_address2"": ""2206  BROUGH"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78727"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.260194+00:00
